Question,Answer,Document,Notes
What is the abstract of the paper 'Self-Refine: Iterative Refinement with Self-Feedback'?,"Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides feedback for its output and uses it to refine itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner, and feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by ~20% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test time using our simple, standalone approach.",S. Welleck_2129663.json,
"What journal was the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning"" published in?",,S. Welleck_2129663.json,
"What venue was the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning"" published in?",Conference on Empirical Methods in Natural Language Processing,S. Welleck_2129663.json,
"How many citations does the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning"" have?",6,S. Welleck_2129663.json,
"Who are the authors of the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning""?","Ximing Lu, Faeze Brahman, Peter West, Jaehun Jang, Khyathi Raghavi Chandu, Abhilasha Ravichander, Lianhui Qin, Prithviraj Ammanabrolu, Liwei Jiang, Sahana Ramnath, Nouha Dziri, Jillian R. Fisher, Bill Yuchen Lin, Skyler Hallinan, Xiang Ren, S. Welleck, Yejin Choi",S. Welleck_2129663.json,
"Who is the first author of the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning""?",Ximing Lu,S. Welleck_2129663.json,
"What is the paper ID of the paper ""Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning""?",ca991e0283a1c30a46eb585d9eb499fc0ec8ecc2,S. Welleck_2129663.json,
What paper has the paper ID ca991e0283a1c30a46eb585d9eb499fc0ec8ecc2?,Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning,S. Welleck_2129663.json,
What is the TLDR of the paper 'Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning'?,"Inference-time Policy Adapters (IPA) is proposed, which efficiently tailors a language model such as GPT-3 without fine-tuning it, and consistently brings significant improvements over off-the-shelf language models.",S. Welleck_2129663.json,
What is the abstract of the paper 'Inference-Time Policy Adapters (IPA): Tailoring Extreme-Scale LMs without Fine-tuning'?,"While extreme-scale language models have demonstrated exceptional performance on a variety of language tasks, the degree of control over these language models through pure prompting can often be limited. Directly fine-tuning such language models can be effective for tailoring them, but it can be either extremely costly (e.g., GPT-3) or not even feasible for the broader community (e.g., GPT-4). We propose Inference-time Policy Adapters (IPA), which efficiently tailors a language model such as GPT-3 without fine-tuning it. IPA guides a large base model during decoding time through a lightweight policy adapter trained to optimize an arbitrary user objective with reinforcement learning. On five challenging text generation tasks, such as toxicity reduction and lexically constrained generation, IPA consistently brings significant improvements over off-the-shelf language models. It outperforms competitive baseline methods, sometimes even including expensive fine-tuning. In particular, tailoring GPT-2 with IPA can outperform GPT-3, while tailoring GPT-3 with IPA brings a major performance boost over GPT-3 (and sometimes even over GPT-4). Our promising results highlight the potential of IPA as a lightweight alternative to tailoring extreme-scale language models.",S. Welleck_2129663.json,
What is the author ID of Shinji Watanabe?,1746678,data/paper_jsons/Shinji Watanabe_1746678.json,
What are the papers of Shinji Watanabe?,"Saturation time of exposure interval for cross-neutralization response to SARS-CoV-2: Implications for vaccine dose interval, Joint Prediction and Denoising for Large-Scale Multilingual Self-Supervised Learning, Tensor decomposition for minimization of E2E SLU model toward on-device processing, Decoder-only Architecture for Speech Recognition with CTC Prompts and Text Data Augmentation, ML-SUPERB: Multilingual Speech Universal PERformance Benchmark, Structured Pruning of Self-Supervised Pre-Trained Models for Speech Recognition and Understanding, Prompting the Hidden Talent of Web-Scale Speech Models for Zero-Shot Task Generalization, A Comparative Study on E-Branchformer vs Conformer in Speech Recognition, Translation, and Understanding Tasks, Efficient Sequence Transduction by Jointly Predicting Tokens and Durations, Speech Summarization of Long Spoken Document: Improving Memory Efficiency of Speech/Text Encoders, UNSSOR: Unsupervised Neural Speech Separation by Leveraging Over-determined Training Mixtures, Segment-Level Vectorized Beam Search Based on Partially Autoregressive Inference, Unsupervised Data Selection for TTS: Using Arabic Broadcast News as a Case Study, BASS: Block-wise Adaptation for Speech Summarization, I3D: Transformer Architectures with Input-Dependent Dynamic Depth for Speech Recognition, A Vector Quantized Approach for Text to Speech Synthesis on Real-World Spontaneous Speech, A New Benchmark of Aphasia Speech Recognition and Detection Based on E-Branchformer and Multi-task Learning, Antiviral Susceptibilities of Distinct Lineages of Influenza C and D Viruses, Paaploss: A Phonetic-Aligned Acoustic Parameter Loss for Speech Enhancement, SigMoreFun Submission to the SIGMORPHON Shared Task on Interlinear Glossing, Exploring the Integration of Speech Separation and Recognition with Self-Supervised Learning Representation, Dynamic-SUPERB: Towards A Dynamic, Collaborative, and Comprehensive Instruction-Tuning Benchmark for Speech, Speaker-Independent Acoustic-to-Articulatory Speech Inversion, Towards Practical and Efficient Image-to-Speech Captioning with Vision-Language Pre-training and Multi-modal Tokens, Enhancing Speech-To-Speech Translation with Multiple TTS Targets, AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head, Improving Audio Captioning Models with Fine-grained Audio Features, Text Embedding Supervision, and LLM Mix-up Augmentation, Voxtlm: unified decoder-only models for consolidating speech recognition/synthesis and speech/text continuation tasks, Learning to Speak from Text: Zero-Shot Multilingual Text-to-Speech with Unsupervised Text Pretraining, FNeural Speech Enhancement with Very Low Algorithmic Latency and Complexity via Integrated full- and sub-band Modeling, Improving Massively Multilingual ASR with Auxiliary CTC Objectives, Toward Universal Speech Enhancement For Diverse Input Conditions, The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge, A Study on the Integration of Pipeline and E2E SLU Systems for Spoken Semantic Parsing Toward Stop Quality Challenge, A community cluster of influenza A(H3N2) virus infection with reduced susceptibility to baloxavir due to a PA E199G substitution in Japan, February to March 2023, Exploring Speech Recognition, Translation, and Understanding with Discrete Speech Units: A Comparative Study, Joint Modelling of Spoken Language Understanding Tasks with Integrated Dialog History, Enhancing End-to-End Conversational Speech Translation Through Target Language Context Utilization, Challenges of Corporate Alliance CLOMA toward Plastic Litter, The Multimodal Information Based Speech Processing (MISP) 2023 Challenge: Audio-Visual Target Speaker Extraction, Reproducing Whisper-Style Training Using An Open-Source Toolkit And Publicly Available Data, The CHiME-7 DASR Challenge: Distant Meeting Transcription with Multiple Devices in Diverse Scenarios, Cross-Modal Multi-Tasking for Speech-to-Text Translation via Hard Parameter Sharing, ESPnet-ST-v2: Multipurpose Spoken Language Translation Toolkit, Multi-Channel Target Speaker Extraction with Refinement: The WavLab Submission to the Second Clarity Enhancement Challenge, Fully Unsupervised Topic Clustering of Unlabelled Spoken Audio Using Self-Supervised Representation Learning and Topic Model, TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement, End-to-End Speech Recognition: A Survey, The Multimodal Information Based Speech Processing (Misp) 2022 Challenge: Audio-Visual Diarization And Recognition, DPHuBERT: Joint Distillation and Pruning of Self-Supervised Speech Models, An external quality assessment feasibility study; cross laboratory comparison of haemagglutination inhibition assay and microneutralization assay performance for seasonal influenza serology testing: A FLUCOP study, Multi-Channel Speaker Extraction with Adversarial Training: The Wavlab Submission to The Clarity ICASSP 2023 Grand Challenge, AV-SUPERB: A Multi-Task Evaluation Benchmark for Audio-Visual Representation Models, Improving Cascaded Unsupervised Speech Translation with Denoising Back-translation, Deep Speech Synthesis from MRI-Based Articulatory Representations, FINDINGS OF THE IWSLT 2023 EVALUATION CAMPAIGN, Speech collage: code-switched audio generation by collaging monolingual corpora, Exploration on HuBERT with Multiple Resolutions",data/paper_jsons/Shinji Watanabe_1746678.json,
What is the H-index of Shinji Watanabe?,67,data/paper_jsons/Shinji Watanabe_1746678.json,
What is the author citation count of Shinji Watanabe?,22222,data/paper_jsons/Shinji Watanabe_1746678.json,
What journals has Shinji Watanabe published in?,"iScience, 2023 IEEE Automatic Speech Recognition and Understanding Workshop (ASRU), INTERSPEECH 2023, ArXiv, ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), Viruses, 2023 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA), Eurosurveillance, Oleoscience, IEEE/ACM Transactions on Audio, Speech, and Language Processing, Frontiers in Immunology",data/paper_jsons/Shinji Watanabe_1746678.json,
What are the journals and how many papers has Shinji Watanabe published in each?,"{'ArXiv': 27, 'ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)': 15, '2023 IEEE Automatic Speech Recognition and Understanding Workshop (ASRU)': 4, 'INTERSPEECH 2023': 2, 'iScience': 1, 'Viruses': 1, '2023 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)': 1, 'Eurosurveillance': 1, 'Oleoscience': 1, 'IEEE/ACM Transactions on Audio, Speech, and Language Processing': 1, 'Frontiers in Immunology': 1}",data/paper_jsons/Shinji Watanabe_1746678.json,
What are the fields of study of Shinji Watanabe?,"Medicine, Computer Science, Engineering",data/paper_jsons/Shinji Watanabe_1746678.json,
How many papers has Shinji Watanabe published in open access journals?,58,data/paper_jsons/Shinji Watanabe_1746678.json,
What venues has Shinji Watanabe published in?,"iScience, Automatic Speech Recognition & Understanding, Interspeech, arXiv.org, IEEE International Conference on Acoustics, Speech, and Signal Processing, International Conference on Machine Learning, AAAI Conference on Artificial Intelligence, Viruses, Special Interest Group on Computational Morphology and Phonology Workshop, IEEE Workshop on Applications of Signal Processing to Audio and Acoustics, International Joint Conference on Artificial Intelligence, Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin, Oleoscience, 7th International Workshop on Speech Processing in Everyday Environments (CHiME 2023), Annual Meeting of the Association for Computational Linguistics, IEEE/ACM Transactions on Audio Speech and Language Processing, Frontiers in Immunology, International Workshop on Spoken Language Translation",data/paper_jsons/Shinji Watanabe_1746678.json,
What is the most cited paper from Shinji Watanabe?,"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head",data/paper_jsons/Shinji Watanabe_1746678.json,
What is the url of the most cited paper from Shinji Watanabe?,http://arxiv.org/pdf/2304.12995,data/paper_jsons/Shinji Watanabe_1746678.json,
Who are the authors of the most cited paper from Shinji Watanabe?,"Rongjie Huang, Mingze Li, Dongchao Yang, Jiatong Shi, Xuankai Chang, Zhenhui Ye, Yuning Wu, Zhiqing Hong, Jia-Bin Huang, Jinglin Liu, Yixiang Ren, Zhou Zhao, Shinji Watanabe",data/paper_jsons/Shinji Watanabe_1746678.json,
TLDR of the most cited paper from Shinji Watanabe?,"A multi-modal AI system named AudioGPT is proposed, which complements LLMs with 1) foundation models to process complex audio information and solve numerous understanding and generation tasks; and 2) the input/output interface (ASR, TTS) to support spoken dialogue.",data/paper_jsons/Shinji Watanabe_1746678.json,
Abstract of the most cited paper from Shinji Watanabe?,"Large language models (LLMs) have exhibited remarkable capabilities across a variety of domains and tasks, challenging our understanding of learning and cognition. Despite the recent success, current LLMs are not capable of processing complex audio information or conducting spoken conversations (like Siri or Alexa). In this work, we propose a multi-modal AI system named AudioGPT, which complements LLMs (i.e., ChatGPT) with 1) foundation models to process complex audio information and solve numerous understanding and generation tasks; and 2) the input/output interface (ASR, TTS) to support spoken dialogue. With an increasing demand to evaluate multi-modal LLMs of human intention understanding and cooperation with foundation models, we outline the principles and processes and test AudioGPT in terms of consistency, capability, and robustness. Experimental results demonstrate the capabilities of AudioGPT in solving AI tasks with speech, music, sound, and talking head understanding and generation in multi-round dialogues, which empower humans to create rich and diverse audio content with unprecedented ease. Our system is publicly available at \url{https://github.com/AIGC-Audio/AudioGPT}.",data/paper_jsons/Shinji Watanabe_1746678.json,
"What journal was the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter"" published in?",Oleoscience,Shinji Watanabe_1746678.json,
"What venue was the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter"" published in?",Oleoscience,Shinji Watanabe_1746678.json,
"How many citations does the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter"" have?",0,Shinji Watanabe_1746678.json,
"Who are the authors of the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter""?",Shinji Watanabe,Shinji Watanabe_1746678.json,
"Who is the first author of the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter""?",Shinji Watanabe,Shinji Watanabe_1746678.json,
"What is the paper ID of the paper ""Challenges of Corporate Alliance CLOMA toward Plastic Litter""?",c6f5da5eb57457457a49256f1434bf1db23d1898,Shinji Watanabe_1746678.json,
What paper has the paper ID c6f5da5eb57457457a49256f1434bf1db23d1898?,Challenges of Corporate Alliance CLOMA toward Plastic Litter,Shinji Watanabe_1746678.json,
What is the TLDR of the paper 'Challenges of Corporate Alliance CLOMA toward Plastic Litter'?,TLDR not found,Shinji Watanabe_1746678.json,
What is the abstract of the paper 'Challenges of Corporate Alliance CLOMA toward Plastic Litter'?,,Shinji Watanabe_1746678.json,
"What journal was the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge"" published in?","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Shinji Watanabe_1746678.json,
"What venue was the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge"" published in?","IEEE International Conference on Acoustics, Speech, and Signal Processing",Shinji Watanabe_1746678.json,
"How many citations does the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge"" have?",2,Shinji Watanabe_1746678.json,
"Who are the authors of the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge""?","Hayato Futami, Jessica Huynh, Siddhant Arora, Shih-Lun Wu, Yosuke Kashiwagi, Yifan Peng, Brian Yan, E. Tsunoo, Shinji Watanabe",Shinji Watanabe_1746678.json,
"Who is the first author of the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge""?",Hayato Futami,Shinji Watanabe_1746678.json,
"What is the paper ID of the paper ""The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge""?",b4855ff933fb80846638469a1b43c1766df85d78,Shinji Watanabe_1746678.json,
What paper has the paper ID b4855ff933fb80846638469a1b43c1766df85d78?,The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge,Shinji Watanabe_1746678.json,
What is the TLDR of the paper 'The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge'?,"This system for the low-resource domain adaptation track (Track 3) in Spoken Language Understanding Grand Challenge, which is a part of ICASSP Signal Processing Grand Challenge 2023, adopts a pipeline approach of ASR and NLU and applies masked LM (MLM) -based data augmentation.",Shinji Watanabe_1746678.json,
What is the abstract of the paper 'The Pipeline System of ASR and NLU with MLM-based data Augmentation Toward Stop Low-Resource Challenge'?,"This paper describes our system for the low-resource domain adaptation track (Track 3) in Spoken Language Understanding Grand Challenge, which is a part of ICASSP Signal Processing Grand Challenge 2023. In the track, we adopt a pipeline approach of ASR and NLU. For ASR, we fine-tune Whisper for each domain with upsampling. For NLU, we fine-tune BART on all the Track3 data and then on low-resource domain data. We apply masked LM (MLM) -based data augmentation, where some of input tokens and corresponding target labels are replaced using MLM. We also apply a retrieval-based approach, where model input is augmented with similar training samples. As a result, we achieved exact match (EM) accuracy 63.3/75.0 (average: 69.15) for reminder/weather domain, and won the 1st place at the challenge.",Shinji Watanabe_1746678.json,
"What journal was the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement"" published in?","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Shinji Watanabe_1746678.json,
"What venue was the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement"" published in?","IEEE International Conference on Acoustics, Speech, and Signal Processing",Shinji Watanabe_1746678.json,
"How many citations does the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement"" have?",7,Shinji Watanabe_1746678.json,
"Who are the authors of the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement""?","YUNYANG ZENG, Joseph Konan, Shuo Han, David Bick, Muqiao Yang, Anurag Kumar, Shinji Watanabe, B. Raj",Shinji Watanabe_1746678.json,
"Who is the first author of the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement""?",YUNYANG ZENG,Shinji Watanabe_1746678.json,
"What is the paper ID of the paper ""TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement""?",e146e5221c124d93f69516c5ae7e1b7b1822848e,Shinji Watanabe_1746678.json,
What paper has the paper ID e146e5221c124d93f69516c5ae7e1b7b1822848e?,TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement,Shinji Watanabe_1746678.json,
What is the TLDR of the paper 'TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement'?,This work shows that adding TAPLoss as an auxiliary objective in speech enhancement produces speech with improved perceptual quality and intelligibility and uses data from the Deep Noise Suppression 2020 Challenge to demonstrate that both time-domain models and time-frequency domain models can benefit from the method.,Shinji Watanabe_1746678.json,
What is the abstract of the paper 'TAPLoss: A Temporal Acoustic Parameter Loss for Speech Enhancement'?,"Speech enhancement models have greatly progressed in recent years, but still show limits in perceptual quality of their speech outputs. We propose an objective for perceptual quality based on temporal acoustic parameters. These are fundamental speech features that play an essential role in various applications, including speaker recognition and paralinguistic analysis. We provide a differentiable estimator for four categories of low-level acoustic descriptors involving: frequency-related parameters, energy or amplitude-related parameters, spectral balance parameters, and temporal features. Un-like prior work that looks at aggregated acoustic parameters or a few categories of acoustic parameters, our temporal acoustic parameter (TAP) loss enables auxiliary optimization and improvement of many fine-grained speech characteristics in enhancement workflows. We show that adding TAPLoss as an auxiliary objective in speech enhancement produces speech with improved perceptual quality and intelligibility. We use data from the Deep Noise Suppression 2020 Challenge to demonstrate that both time-domain models and time-frequency domain models can benefit from our method.",Shinji Watanabe_1746678.json,
What is the author ID of Teruko Mitamura?,1706595,data/paper_jsons/T. Mitamura_1706595.json,
What are the papers of Teruko Mitamura?,"Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA, Hierarchical Event Grounding",data/paper_jsons/T. Mitamura_1706595.json,
What is the H-index of Teruko Mitamura?,36,data/paper_jsons/T. Mitamura_1706595.json,
What is the author citation count of Teruko Mitamura?,4681,data/paper_jsons/T. Mitamura_1706595.json,
What journals has Teruko Mitamura published in?,"Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering, ArXiv",data/paper_jsons/T. Mitamura_1706595.json,
What are the journals and how many papers has Teruko Mitamura published in each?,"{'Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering': 1, 'ArXiv': 1}",data/paper_jsons/T. Mitamura_1706595.json,
What are the fields of study of Teruko Mitamura?,Computer Science,data/paper_jsons/T. Mitamura_1706595.json,
How many papers has Teruko Mitamura published in open access journals?,2,data/paper_jsons/T. Mitamura_1706595.json,
What venues has Teruko Mitamura published in?,"Workshop on Document-grounded Dialogue and Conversational Question Answering, AAAI Conference on Artificial Intelligence",data/paper_jsons/T. Mitamura_1706595.json,
What is the most cited paper from Teruko Mitamura?,Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA,data/paper_jsons/T. Mitamura_1706595.json,
What is the url of the most cited paper from Teruko Mitamura?,https://aclanthology.org/2023.dialdoc-1.11.pdf,data/paper_jsons/T. Mitamura_1706595.json,
Who are the authors of the most cited paper from Teruko Mitamura?,"Srinivas Gowriraj, Soham Dinesh Tiwari, Mitali Potnis, Srijan Bansal, T. Mitamura, Eric Nyberg",data/paper_jsons/T. Mitamura_1706595.json,
TLDR of the most cited paper from Teruko Mitamura?,"This paper assesses the effectiveness of both language-agnostic and language-aware paradigms for multilingual pre-trained transformer models in a bi-encoder-based dense passage retriever (DPR), concluding that the language-gnostic approach is superior.",data/paper_jsons/T. Mitamura_1706595.json,
Abstract of the most cited paper from Teruko Mitamura?,"The DialDoc 2023 shared task has expanded the document-grounded dialogue task to encompass multiple languages, despite having limited annotated data. This paper assesses the effectiveness of both language-agnostic and language-aware paradigms for multilingual pre-trained transformer models in a bi-encoder-based dense passage retriever (DPR), concluding that the language-agnostic approach is superior. Additionally, the study investigates the impact of query rewriting techniques using large language models, such as ChatGPT, on multilingual, document-grounded question-answering systems. The experiments conducted demonstrate that, for the examples examined, query rewriting does not enhance performance compared to the original queries. This failure is due to topic switching in final dialogue turns and irrelevant topics being considered for query rewriting.",data/paper_jsons/T. Mitamura_1706595.json,
"What journal was the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA"" published in?",Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering,T. Mitamura_1706595.json,
"What venue was the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA"" published in?",Workshop on Document-grounded Dialogue and Conversational Question Answering,T. Mitamura_1706595.json,
"How many citations does the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA"" have?",2,T. Mitamura_1706595.json,
"Who are the authors of the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA""?","Srinivas Gowriraj, Soham Dinesh Tiwari, Mitali Potnis, Srijan Bansal, T. Mitamura, Eric Nyberg",T. Mitamura_1706595.json,
"Who is the first author of the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA""?",Srinivas Gowriraj,T. Mitamura_1706595.json,
"What is the paper ID of the paper ""Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA""?",444737639aeea4e1e616509e368afb0bae8f89d6,T. Mitamura_1706595.json,
What paper has the paper ID 444737639aeea4e1e616509e368afb0bae8f89d6?,Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA,T. Mitamura_1706595.json,
What is the TLDR of the paper 'Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA'?,"This paper assesses the effectiveness of both language-agnostic and language-aware paradigms for multilingual pre-trained transformer models in a bi-encoder-based dense passage retriever (DPR), concluding that the language-gnostic approach is superior.",T. Mitamura_1706595.json,
What is the abstract of the paper 'Language-Agnostic Transformers and Assessing ChatGPT-Based Query Rewriting for Multilingual Document-Grounded QA'?,"The DialDoc 2023 shared task has expanded the document-grounded dialogue task to encompass multiple languages, despite having limited annotated data. This paper assesses the effectiveness of both language-agnostic and language-aware paradigms for multilingual pre-trained transformer models in a bi-encoder-based dense passage retriever (DPR), concluding that the language-agnostic approach is superior. Additionally, the study investigates the impact of query rewriting techniques using large language models, such as ChatGPT, on multilingual, document-grounded question-answering systems. The experiments conducted demonstrate that, for the examples examined, query rewriting does not enhance performance compared to the original queries. This failure is due to topic switching in final dialogue turns and irrelevant topics being considered for query rewriting.",T. Mitamura_1706595.json,
"What journal was the paper ""Hierarchical Event Grounding"" published in?",ArXiv,T. Mitamura_1706595.json,
"What venue was the paper ""Hierarchical Event Grounding"" published in?",AAAI Conference on Artificial Intelligence,T. Mitamura_1706595.json,
"How many citations does the paper ""Hierarchical Event Grounding"" have?",0,T. Mitamura_1706595.json,
"Who are the authors of the paper ""Hierarchical Event Grounding""?","Jiefu Ou, Adithya Pratapa, Rishubh Gupta, T. Mitamura",T. Mitamura_1706595.json,
"Who is the first author of the paper ""Hierarchical Event Grounding""?",Jiefu Ou,T. Mitamura_1706595.json,
"What is the paper ID of the paper ""Hierarchical Event Grounding""?",ff77105b2c345f54e1a87f4fbb3a701201f0c1a8,T. Mitamura_1706595.json,
What paper has the paper ID ff77105b2c345f54e1a87f4fbb3a701201f0c1a8?,Hierarchical Event Grounding,T. Mitamura_1706595.json,
What is the TLDR of the paper 'Hierarchical Event Grounding'?,"This work presents an extension to the event grounding task that requires tackling hierarchical event structures from the KB, and proposes a retrieval methodology that leverages event hierarchy through an auxiliary hierarchical loss.",T. Mitamura_1706595.json,
What is the abstract of the paper 'Hierarchical Event Grounding'?,"Event grounding aims at linking mention references in text corpora to events from a knowledge base (KB). Previous work on this task focused primarily on linking to a single KB event, thereby overlooking the hierarchical aspects of events. Events in documents are typically described at various levels of spatio-temporal granularity. These hierarchical relations are utilized in downstream tasks of narrative understanding and schema construction. In this work, we present an extension to the event grounding task that requires tackling hierarchical event structures from the KB. Our proposed task involves linking a mention reference to a set of event labels from a subevent hierarchy in the KB. We propose a retrieval methodology that leverages event hierarchy through an auxiliary hierarchical loss. On an automatically created multilingual dataset from Wikipedia and Wikidata, our experiments demonstrate the effectiveness of the hierarchical loss against retrieve and re-rank baselines. Furthermore, we demonstrate the systems' ability to aid hierarchical discovery among unseen events. Code is available at https://github.com/JefferyO/Hierarchical-Event-Grounding",T. Mitamura_1706595.json,
What is the author ID of Taylor Berg-Kirkpatrick?,1400419309,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What are the papers of Taylor Berg-Kirkpatrick?,"Smaller Language Models are Better Black-box Machine-Generated Text Detectors, Towards Improving Harmonic Sensitivity and Prediction Stability for Singing Melody Extraction, Jointly modeling products and resource pages for task-oriented recommendation, MusicLDM: Enhancing Novelty in Text-to-Music Generation Using Beat-Synchronous Mixup Strategies, Universal Source Separation with Weakly Labelled Data, ClimaBench: A Benchmark Dataset For Climate Change Text Understanding in English, CLIPSonic: Text-to-Audio Synthesis with Unlabeled Videos and Pretrained Language-Vision Models, Membership Inference Attacks against Language Models via Neighbourhood Comparison, Contrastive Attention Networks for Attribution of Early Modern Print",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What is the H-index of Taylor Berg-Kirkpatrick?,36,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What is the author citation count of Taylor Berg-Kirkpatrick?,5655,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What journals has Taylor Berg-Kirkpatrick published in?,"ArXiv, Companion Proceedings of the ACM Web Conference 2023, 2023 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What are the journals and how many papers has Taylor Berg-Kirkpatrick published in each?,"{'ArXiv': 5, 'Companion Proceedings of the ACM Web Conference 2023': 1, '2023 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)': 1}",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What are the fields of study of Taylor Berg-Kirkpatrick?,"Computer Science, Engineering",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
How many papers has Taylor Berg-Kirkpatrick published in open access journals?,9,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
